0 47563 0
47563 0 1
0 47564 0
47564 0 1
0 47565 0
47565 0 1
0 22110 2
22110 0 3
1 47566 0
47566 1 1
1 47567 0
47567 1 1
1 22110 2
22110 1 3
2 47568 0
47568 2 1
2 47569 0
47569 2 1
2 47570 0
47570 2 1
2 22110 2
22110 2 3
3 47571 0
47571 3 1
3 47572 0
47572 3 1
3 22110 2
22110 3 3
4 47573 0
47573 4 1
4 47574 0
47574 4 1
4 22110 2
22110 4 3
5 47575 0
47575 5 1
5 47576 0
47576 5 1
5 22110 2
22110 5 3
6 47577 0
47577 6 1
6 47578 0
47578 6 1
6 47579 0
47579 6 1
6 47580 0
47580 6 1
6 47581 0
47581 6 1
6 47582 0
47582 6 1
6 22110 2
22110 6 3
7 47583 0
47583 7 1
7 47584 0
47584 7 1
7 47585 0
47585 7 1
7 22110 2
22110 7 3
8 47575 0
47575 8 1
8 47576 0
47576 8 1
8 22110 2
22110 8 3
9 47587 0
47587 9 1
9 47588 0
47588 9 1
9 47586 0
47586 9 1
9 22110 2
22110 9 3
10 47589 0
47589 10 1
10 47568 0
47568 10 1
10 47569 0
47569 10 1
10 22110 2
22110 10 3
11 47590 0
47590 11 1
11 47591 0
47591 11 1
11 22110 2
22110 11 3
12 47592 0
47592 12 1
12 22110 2
22110 12 3
13 47595 0
47595 13 1
13 47596 0
47596 13 1
13 47593 0
47593 13 1
13 47594 0
47594 13 1
13 22110 2
22110 13 3
14 47597 0
47597 14 1
14 47598 0
47598 14 1
14 22110 2
22110 14 3
15 47599 0
47599 15 1
15 47600 0
47600 15 1
15 47601 0
47601 15 1
15 47602 0
47602 15 1
15 22110 2
22110 15 3
16 47603 0
47603 16 1
16 47604 0
47604 16 1
16 47605 0
47605 16 1
16 47606 0
47606 16 1
16 22110 2
22110 16 3
17 47607 0
47607 17 1
17 47608 0
47608 17 1
17 22110 2
22110 17 3
18 47611 0
47611 18 1
18 47609 0
47609 18 1
18 47610 0
47610 18 1
18 22110 2
22110 18 3
19 47612 0
47612 19 1
19 47613 0
47613 19 1
19 22110 2
22110 19 3
20 47614 0
47614 20 1
20 47615 0
47615 20 1
20 47616 0
47616 20 1
20 22110 2
22110 20 3
21 47617 0
47617 21 1
21 22110 2
22110 21 3
22 47619 0
47619 22 1
22 47620 0
47620 22 1
22 47618 0
47618 22 1
22 22110 2
22110 22 3
23 47621 0
47621 23 1
23 47617 0
47617 23 1
23 22110 2
22110 23 3
24 47622 0
47622 24 1
24 47623 0
47623 24 1
24 47624 0
47624 24 1
24 22110 2
22110 24 3
25 47621 0
47621 25 1
25 47617 0
47617 25 1
25 22110 2
22110 25 3
26 47627 0
47627 26 1
26 47625 0
47625 26 1
26 47626 0
47626 26 1
26 22110 2
22110 26 3
27 47628 0
47628 27 1
27 47617 0
47617 27 1
27 22110 2
22110 27 3
28 47629 0
47629 28 1
28 47630 0
47630 28 1
28 47631 0
47631 28 1
28 47632 0
47632 28 1
28 22110 2
22110 28 3
29 47628 0
47628 29 1
29 47621 0
47621 29 1
29 47633 0
47633 29 1
29 47617 0
47617 29 1
29 22110 2
22110 29 3
30 47635 0
47635 30 1
30 47629 0
47629 30 1
30 47634 0
47634 30 1
30 22110 2
22110 30 3
31 47636 0
47636 31 1
31 47637 0
47637 31 1
31 22110 2
22110 31 3
32 47629 0
47629 32 1
32 47638 0
47638 32 1
32 47639 0
47639 32 1
32 47640 0
47640 32 1
32 47641 0
47641 32 1
32 22110 2
22110 32 3
33 47643 0
47643 33 1
33 47642 0
47642 33 1
33 22110 2
22110 33 3
34 47644 0
47644 34 1
34 47629 0
47629 34 1
34 47645 0
47645 34 1
34 22110 2
22110 34 3
35 47643 0
47643 35 1
35 47642 0
47642 35 1
35 22110 2
22110 35 3
36 47629 0
47629 36 1
36 47646 0
47646 36 1
36 22110 2
22110 36 3
37 47647 0
47647 37 1
37 47648 0
47648 37 1
37 47649 0
47649 37 1
37 22110 2
22110 37 3
38 47651 0
47651 38 1
38 47627 0
47627 38 1
38 47583 0
47583 38 1
38 47650 0
47650 38 1
38 22110 2
22110 38 3
39 47652 0
47652 39 1
39 47653 0
47653 39 1
39 22110 2
22110 39 3
40 47654 0
47654 40 1
40 47655 0
47655 40 1
40 22110 2
22110 40 3
41 47656 0
47656 41 1
41 47657 0
47657 41 1
41 22110 2
22110 41 3
42 47659 0
47659 42 1
42 47658 0
47658 42 1
42 22110 2
22110 42 3
43 47660 0
47660 43 1
43 47661 0
47661 43 1
43 47662 0
47662 43 1
43 22110 2
22110 43 3
44 47663 0
47663 44 1
44 47664 0
47664 44 1
44 22110 2
22110 44 3
45 47667 0
47667 45 1
45 47665 0
47665 45 1
45 47666 0
47666 45 1
45 22110 2
22110 45 3
46 47668 0
47668 46 1
46 47663 0
47663 46 1
46 47664 0
47664 46 1
46 22110 2
22110 46 3
47 47669 0
47669 47 1
47 47670 0
47670 47 1
47 22110 2
22110 47 3
48 47671 0
47671 48 1
48 47672 0
47672 48 1
48 22110 2
22110 48 3
49 47673 0
47673 49 1
49 47674 0
47674 49 1
49 22110 2
22110 49 3
50 47675 0
47675 50 1
50 47676 0
47676 50 1
50 22110 2
22110 50 3
51 47676 0
47676 51 1
51 47677 0
47677 51 1
51 47678 0
47678 51 1
51 22110 2
22110 51 3
52 47679 0
47679 52 1
52 47680 0
47680 52 1
52 22110 2
22110 52 3
53 47681 0
47681 53 1
53 22110 2
22110 53 3
54 47679 0
47679 54 1
54 47680 0
47680 54 1
54 22110 2
22110 54 3
55 47682 0
47682 55 1
55 22110 2
22110 55 3
56 47683 0
47683 56 1
56 47684 0
47684 56 1
56 22110 2
22110 56 3
57 47685 0
47685 57 1
57 47682 0
47682 57 1
57 22110 2
22110 57 3
58 47686 0
47686 58 1
58 47687 0
47687 58 1
58 22110 2
22110 58 3
59 47691 0
47691 59 1
59 47688 0
47688 59 1
59 47689 0
47689 59 1
59 47690 0
47690 59 1
59 22110 2
22110 59 3
60 47692 0
47692 60 1
60 47693 0
47693 60 1
60 47694 0
47694 60 1
60 47695 0
47695 60 1
60 22110 2
22110 60 3
61 47655 0
47655 61 1
61 47696 0
47696 61 1
61 47697 0
47697 61 1
61 22110 2
22110 61 3
62 47699 0
47699 62 1
62 47698 0
47698 62 1
62 22110 2
22110 62 3
63 47700 0
47700 63 1
63 47701 0
47701 63 1
63 22110 2
22110 63 3
64 47702 0
47702 64 1
64 47703 0
47703 64 1
64 22110 2
22110 64 3
65 47704 0
47704 65 1
65 47705 0
47705 65 1
65 22110 2
22110 65 3
66 47706 0
47706 66 1
66 22110 2
22110 66 3
67 47707 0
47707 67 1
67 47708 0
47708 67 1
67 47709 0
47709 67 1
67 47710 0
47710 67 1
67 47711 0
47711 67 1
67 22110 2
22110 67 3
68 47712 0
47712 68 1
68 47713 0
47713 68 1
68 47714 0
47714 68 1
68 22110 2
22110 68 3
69 47715 0
47715 69 1
69 47680 0
47680 69 1
69 22110 2
22110 69 3
70 47716 0
47716 70 1
70 47717 0
47717 70 1
70 47718 0
47718 70 1
70 22110 2
22110 70 3
71 47719 0
47719 71 1
71 47720 0
47720 71 1
71 47721 0
47721 71 1
71 22110 2
22110 71 3
72 47723 0
47723 72 1
72 47724 0
47724 72 1
72 47722 0
47722 72 1
72 22110 2
22110 72 3
73 47719 0
47719 73 1
73 47720 0
47720 73 1
73 47721 0
47721 73 1
73 22110 2
22110 73 3
74 47725 0
47725 74 1
74 47726 0
47726 74 1
74 22110 2
22110 74 3
75 47727 0
47727 75 1
75 47728 0
47728 75 1
75 47729 0
47729 75 1
75 22110 2
22110 75 3
76 47731 0
47731 76 1
76 47730 0
47730 76 1
76 22110 2
22110 76 3
77 47732 0
47732 77 1
77 47733 0
47733 77 1
77 47734 0
47734 77 1
77 22110 2
22110 77 3
78 47724 0
47724 78 1
78 47735 0
47735 78 1
78 22110 2
22110 78 3
79 47732 0
47732 79 1
79 47733 0
47733 79 1
79 47676 0
47676 79 1
79 22110 2
22110 79 3
80 47724 0
47724 80 1
80 47735 0
47735 80 1
80 22110 2
22110 80 3
81 47736 0
47736 81 1
81 47737 0
47737 81 1
81 47738 0
47738 81 1
81 22110 2
22110 81 3
82 47739 0
47739 82 1
82 47714 0
47714 82 1
82 22110 2
22110 82 3
83 47740 0
47740 83 1
83 47741 0
47741 83 1
83 47742 0
47742 83 1
83 47743 0
47743 83 1
83 22110 2
22110 83 3
84 47744 0
47744 84 1
84 22110 2
22110 84 3
85 47740 0
47740 85 1
85 47743 0
47743 85 1
85 47745 0
47745 85 1
85 47746 0
47746 85 1
85 22110 2
22110 85 3
86 47747 0
47747 86 1
86 47748 0
47748 86 1
86 47749 0
47749 86 1
86 47750 0
47750 86 1
86 22110 2
22110 86 3
87 47740 0
47740 87 1
87 47743 0
47743 87 1
87 22110 2
22110 87 3
88 47751 0
47751 88 1
88 47752 0
47752 88 1
88 47753 0
47753 88 1
88 22110 2
22110 88 3
89 47655 0
47655 89 1
89 47754 0
47754 89 1
89 22110 2
22110 89 3
90 47755 0
47755 90 1
90 47756 0
47756 90 1
90 22110 2
22110 90 3
91 47757 0
47757 91 1
91 47758 0
47758 91 1
91 47759 0
47759 91 1
91 22110 2
22110 91 3
92 47755 0
47755 92 1
92 47756 0
47756 92 1
92 22110 2
22110 92 3
93 47760 0
47760 93 1
93 47761 0
47761 93 1
93 47762 0
47762 93 1
93 22110 2
22110 93 3
94 47763 0
47763 94 1
94 47764 0
47764 94 1
94 22110 2
22110 94 3
95 47765 0
47765 95 1
95 47766 0
47766 95 1
95 47767 0
47767 95 1
95 47768 0
47768 95 1
95 47769 0
47769 95 1
95 22110 2
22110 95 3
96 47771 0
47771 96 1
96 47772 0
47772 96 1
96 47770 0
47770 96 1
96 22110 2
22110 96 3
97 47773 0
47773 97 1
97 47774 0
47774 97 1
97 47775 0
47775 97 1
97 22110 2
22110 97 3
98 47776 0
47776 98 1
98 47777 0
47777 98 1
98 47778 0
47778 98 1
98 22110 2
22110 98 3
99 47779 0
47779 99 1
99 47780 0
47780 99 1
99 47773 0
47773 99 1
99 47775 0
47775 99 1
99 22110 2
22110 99 3
100 47781 0
47781 100 1
100 47782 0
47782 100 1
100 22110 2
22110 100 3
101 47684 0
47684 101 1
101 47783 0
47783 101 1
101 47784 0
47784 101 1
101 22110 2
22110 101 3
102 47787 0
47787 102 1
102 47693 0
47693 102 1
102 47785 0
47785 102 1
102 47786 0
47786 102 1
102 22110 2
22110 102 3
103 47788 0
47788 103 1
103 47789 0
47789 103 1
103 47790 0
47790 103 1
103 22110 2
22110 103 3
104 47791 0
47791 104 1
104 47792 0
47792 104 1
104 47793 0
47793 104 1
104 22110 2
22110 104 3
105 47795 0
47795 105 1
105 47796 0
47796 105 1
105 47797 0
47797 105 1
105 47794 0
47794 105 1
105 22110 2
22110 105 3
106 47798 0
47798 106 1
106 22110 2
22110 106 3
107 47799 0
47799 107 1
107 47800 0
47800 107 1
107 47801 0
47801 107 1
107 47802 0
47802 107 1
107 22110 2
22110 107 3
108 47723 0
47723 108 1
108 47724 0
47724 108 1
108 47803 0
47803 108 1
108 22110 2
22110 108 3
109 47785 0
47785 109 1
109 22110 2
22110 109 3
110 47804 0
47804 110 1
110 47805 0
47805 110 1
110 22110 2
22110 110 3
111 47806 0
47806 111 1
111 47807 0
47807 111 1
111 47785 0
47785 111 1
111 47786 0
47786 111 1
111 22110 2
22110 111 3
112 47723 0
47723 112 1
112 47713 0
47713 112 1
112 22110 2
22110 112 3
113 47808 0
47808 113 1
113 47809 0
47809 113 1
113 47810 0
47810 113 1
113 22110 2
22110 113 3
114 47811 0
47811 114 1
114 22110 2
22110 114 3
115 47723 0
47723 115 1
115 47713 0
47713 115 1
115 22110 2
22110 115 3
116 47812 0
47812 116 1
116 47785 0
47785 116 1
116 47786 0
47786 116 1
116 22110 2
22110 116 3
117 47699 0
47699 117 1
117 47813 0
47813 117 1
117 22110 2
22110 117 3
118 47812 0
47812 118 1
118 47814 0
47814 118 1
118 47785 0
47785 118 1
118 47786 0
47786 118 1
118 22110 2
22110 118 3
119 47699 0
47699 119 1
119 47813 0
47813 119 1
119 22110 2
22110 119 3
120 47812 0
47812 120 1
120 47814 0
47814 120 1
120 47785 0
47785 120 1
120 47786 0
47786 120 1
120 22110 2
22110 120 3
121 47815 0
47815 121 1
121 47816 0
47816 121 1
121 47817 0
47817 121 1
121 22110 2
22110 121 3
122 47819 0
47819 122 1
122 47818 0
47818 122 1
122 22110 2
22110 122 3
123 47820 0
47820 123 1
123 47821 0
47821 123 1
123 22110 2
22110 123 3
124 47822 0
47822 124 1
124 47823 0
47823 124 1
124 47824 0
47824 124 1
124 22110 2
22110 124 3
125 47710 0
47710 125 1
125 47825 0
47825 125 1
125 47826 0
47826 125 1
125 22110 2
22110 125 3
126 47827 0
47827 126 1
126 47828 0
47828 126 1
126 47829 0
47829 126 1
126 22110 2
22110 126 3
127 47830 0
47830 127 1
127 47831 0
47831 127 1
127 22110 2
22110 127 3
128 47832 0
47832 128 1
128 47833 0
47833 128 1
128 47834 0
47834 128 1
128 22110 2
22110 128 3
129 47835 0
47835 129 1
129 47836 0
47836 129 1
129 47837 0
47837 129 1
129 22110 2
22110 129 3
130 47838 0
47838 130 1
130 47839 0
47839 130 1
130 22110 2
22110 130 3
131 47765 0
47765 131 1
131 47768 0
47768 131 1
131 47769 0
47769 131 1
131 47840 0
47840 131 1
131 22110 2
22110 131 3
132 47680 0
47680 132 1
132 47841 0
47841 132 1
132 22110 2
22110 132 3
133 47680 0
47680 133 1
133 47842 0
47842 133 1
133 22110 2
22110 133 3
134 47843 0
47843 134 1
134 47844 0
47844 134 1
134 22110 2
22110 134 3
135 47845 0
47845 135 1
135 47846 0
47846 135 1
135 47847 0
47847 135 1
135 22110 2
22110 135 3
136 47848 0
47848 136 1
136 47849 0
47849 136 1
136 22110 2
22110 136 3
137 47851 0
47851 137 1
137 47850 0
47850 137 1
137 22110 2
22110 137 3
138 47852 0
47852 138 1
138 47853 0
47853 138 1
138 47684 0
47684 138 1
138 22110 2
22110 138 3
139 47851 0
47851 139 1
139 47850 0
47850 139 1
139 22110 2
22110 139 3
140 47852 0
47852 140 1
140 47854 0
47854 140 1
140 47855 0
47855 140 1
140 47856 0
47856 140 1
140 22110 2
22110 140 3
141 47851 0
47851 141 1
141 47850 0
47850 141 1
141 22110 2
22110 141 3
142 47852 0
47852 142 1
142 47857 0
47857 142 1
142 22110 2
22110 142 3
143 47851 0
47851 143 1
143 47850 0
47850 143 1
143 22110 2
22110 143 3
144 47859 0
47859 144 1
144 47858 0
47858 144 1
144 22110 2
22110 144 3
145 47860 0
47860 145 1
145 47637 0
47637 145 1
145 47862 0
47862 145 1
145 47861 0
47861 145 1
145 22110 2
22110 145 3
146 47575 0
47575 146 1
146 47576 0
47576 146 1
146 22110 2
22110 146 3
147 47863 0
47863 147 1
147 47864 0
47864 147 1
147 22110 2
22110 147 3
148 47865 0
47865 148 1
148 22110 2
22110 148 3
149 47867 0
47867 149 1
149 47868 0
47868 149 1
149 47869 0
47869 149 1
149 47866 0
47866 149 1
149 22110 2
22110 149 3
150 47870 0
47870 150 1
150 47871 0
47871 150 1
150 47872 0
47872 150 1
150 22110 2
22110 150 3
151 47657 0
47657 151 1
151 47873 0
47873 151 1
151 22110 2
22110 151 3
152 47875 0
47875 152 1
152 47876 0
47876 152 1
152 47877 0
47877 152 1
152 47878 0
47878 152 1
152 47874 0
47874 152 1
152 22110 2
22110 152 3
153 47879 0
47879 153 1
153 47880 0
47880 153 1
153 22110 2
22110 153 3
154 47881 0
47881 154 1
154 47882 0
47882 154 1
154 22110 2
22110 154 3
155 47883 0
47883 155 1
155 47884 0
47884 155 1
155 47885 0
47885 155 1
155 22110 2
22110 155 3
156 47886 0
47886 156 1
156 47887 0
47887 156 1
156 47888 0
47888 156 1
156 47889 0
47889 156 1
156 22110 2
22110 156 3
157 47891 0
47891 157 1
157 47892 0
47892 157 1
157 47890 0
47890 157 1
157 22110 2
22110 157 3
158 47893 0
47893 158 1
158 47881 0
47881 158 1
158 22110 2
22110 158 3
159 47894 0
47894 159 1
159 22110 2
22110 159 3
160 47894 0
47894 160 1
160 22110 2
22110 160 3
161 47895 0
47895 161 1
161 47896 0
47896 161 1
161 22110 2
22110 161 3
162 47897 0
47897 162 1
162 47898 0
47898 162 1
162 22110 2
22110 162 3
163 47899 0
47899 163 1
163 47900 0
47900 163 1
163 22110 2
22110 163 3
164 47901 0
47901 164 1
164 47902 0
47902 164 1
164 47639 0
47639 164 1
164 22110 2
22110 164 3
165 47903 0
47903 165 1
165 47904 0
47904 165 1
165 47905 0
47905 165 1
165 47906 0
47906 165 1
165 22110 2
22110 165 3
166 47903 0
47903 166 1
166 47904 0
47904 166 1
166 47905 0
47905 166 1
166 47906 0
47906 166 1
166 22110 2
22110 166 3
167 47907 0
47907 167 1
167 47908 0
47908 167 1
167 22110 2
22110 167 3
168 47907 0
47907 168 1
168 47909 0
47909 168 1
168 47910 0
47910 168 1
168 47911 0
47911 168 1
168 22110 2
22110 168 3
169 47708 0
47708 169 1
169 47710 0
47710 169 1
169 47912 0
47912 169 1
169 47913 0
47913 169 1
169 22110 2
22110 169 3
170 47708 0
